,CourseCode,PedagogicalName,NRegistrations
2818,MATH-261,Bachelor semestre 4,412
2819,MATH-261,Bachelor semestre 6,237
2820,MATH-261,Master semestre 2,11
2821,MATH-262,Bachelor semestre 4,59
2822,MATH-262,Bachelor semestre 6,50
2823,MATH-265,Bachelor semestre 3,384
2824,MATH-265,Bachelor semestre 4,414
2825,MATH-265,Bachelor semestre 5,310
2826,MATH-265,Bachelor semestre 6,36
2827,MATH-265,Semestre automne,27
2828,MATH-280,Bachelor semestre 4,328
2829,MATH-281,Bachelor semestre 3,321
2830,MATH-300,Bachelor semestre 5,105
2831,MATH-301,Bachelor semestre 5,221
2832,MATH-301,Bachelor semestre 6,18
2833,MATH-302,Bachelor semestre 5,130
2834,MATH-302,Bachelor semestre 6,108
2835,MATH-303,Bachelor semestre 5,278
2836,MATH-310,Bachelor semestre 5,560
2837,MATH-310,Semestre automne,5
2838,MATH-311,Bachelor semestre 5,124
2839,MATH-311,Bachelor semestre 6,16
2840,MATH-312,Bachelor semestre 6,130
2841,MATH-313,Bachelor semestre 5,8
2842,MATH-313,Bachelor semestre 6,69
2843,MATH-314,Bachelor semestre 6,58
2844,MATH-315,Bachelor semestre 5,162
2845,MATH-315,Bachelor semestre 6,22
2846,MATH-316,Bachelor semestre 6,150
2847,MATH-316,Master semestre 2,22
2848,MATH-317,Bachelor semestre 5,81
2849,MATH-317,Bachelor semestre 6,70
2850,MATH-318,Master semestre 1,60
2851,MATH-318,Master semestre 2,21
2852,MATH-319,Bachelor semestre 5,58
2853,MATH-319,Bachelor semestre 6,39
2854,MATH-320,Bachelor semestre 5,15
2855,MATH-321,Bachelor semestre 6,6
2856,MATH-322,Bachelor semestre 5,148
2857,MATH-322,Bachelor semestre 6,98
2858,MATH-323,Bachelor semestre 5,123
2859,MATH-324,Bachelor semestre 5,115
2860,MATH-330,Bachelor semestre 6,86
2861,MATH-331,Bachelor semestre 5,48
2862,MATH-332,Bachelor semestre 5,29
2863,MATH-332,Bachelor semestre 6,144
2864,MATH-340,Bachelor semestre 6,37
2865,MATH-341,Bachelor semestre 5,334
2866,MATH-342,Bachelor semestre 6,177
2867,MATH-342,Master semestre 2,86
2868,MATH-342,Master semestre 4,32
2869,MATH-350,Bachelor semestre 5,328
2870,MATH-350,Master semestre 1,81
2871,MATH-350,Master semestre 3,31
2872,MATH-351,Bachelor semestre 6,77
2873,MATH-351,Master semestre 2,38
2874,MATH-360,Bachelor semestre 6,426
2875,MATH-361,Bachelor semestre 6,55
2876,MATH-363,Bachelor semestre 6,19
2877,MATH-363,Master semestre 2,3
2878,MATH-365,Bachelor semestre 5,677
2879,MATH-365,Master semestre 1,8
2880,MATH-365,Master semestre 3,4
2881,MATH-370,Bachelor semestre 5,24
2882,MATH-370,Master semestre 1,6
2883,MATH-370,Master semestre 3,9
2884,MATH-380,Bachelor semestre 5,116
2885,MATH-381,Bachelor semestre 5,306
2886,MATH-382,Bachelor semestre 5,39
2887,MATH-391,Bachelor semestre 6,29
2888,MATH-397,Bachelor semestre 5,31
2889,MATH-397,Bachelor semestre 6,30
2890,MATH-398,Bachelor semestre 5,206
2891,MATH-398,Bachelor semestre 6,10
2892,MATH-399,Bachelor semestre 5,17
2893,MATH-399,Bachelor semestre 6,187
2894,MATH-400,Master semestre 1,78
2895,MATH-400,Master semestre 3,41
2896,MATH-401,Master semestre 2,17
2897,MATH-401,Master semestre 4,28
2898,MATH-402,Master semestre 3,12
2899,MATH-403,Master semestre 2,9
2900,MATH-404,Master semestre 2,112
2901,MATH-404,Master semestre 4,10
2902,MATH-405,Master semestre 2,8
2903,MATH-406,Master semestre 2,38
2904,MATH-406,Master semestre 4,6
2905,MATH-407,Master semestre 1,27
2906,MATH-410,Bachelor semestre 5,18
2907,MATH-411,Master semestre 2,53
2908,MATH-412,Master semestre 2,6
2909,MATH-413,Master semestre 2,2
2910,MATH-414,Master semestre 3,14
2911,MATH-415,Master semestre 3,13
2912,MATH-416,Master semestre 2,100
2913,MATH-416,Master semestre 4,1
2914,MATH-417,Master semestre 1,28
2915,MATH-417,Master semestre 3,29
2916,MATH-418,Bachelor semestre 5,29
2917,MATH-419,Master semestre 2,63
2918,MATH-419(b),Master semestre 1,9
2919,MATH-420,Master semestre 2,16
2920,MATH-421,Master semestre 3,8
2921,MATH-422,Master semestre 1,54
2922,MATH-422,Master semestre 2,23
2923,MATH-422,Master semestre 3,29
2924,MATH-423,Master semestre 1,30
2925,MATH-423,Master semestre 2,9
2926,MATH-423,Master semestre 3,2
2927,MATH-424,Master semestre 3,14
2928,MATH-425,Master semestre 3,16
2929,MATH-426,Master semestre 2,13
2930,MATH-427,Master semestre 2,12
2931,MATH-428,Master semestre 2,58
2932,MATH-428,Master semestre 4,1
2933,MATH-429,Master semestre 2,8
2934,MATH-429,Master semestre 4,1
2935,MATH-430,Master semestre 2,54
2936,MATH-431,Master semestre 1,84
2937,MATH-431,Master semestre 3,94
2938,MATH-432,Master semestre 1,98
2939,MATH-432,Master semestre 3,39
2940,MATH-433,Master semestre 2,4
2941,MATH-433,Master semestre 4,5
2942,MATH-434,Master semestre 1,50
2943,MATH-434,Master semestre 3,1
2944,MATH-440,Master semestre 1,42
2945,MATH-440,Master semestre 2,24
2946,MATH-440,Master semestre 3,20
2947,MATH-441,Master semestre 1,58
2948,MATH-441,Master semestre 3,19
2949,MATH-442,Master semestre 1,140
2950,MATH-442,Master semestre 3,115
2951,MATH-443,Master semestre 1,23
2952,MATH-443,Master semestre 3,35
2953,MATH-443,Semestre automne,2
2954,MATH-444,Master semestre 2,107
2955,MATH-444,Master semestre 3,9
2956,MATH-444,Master semestre 4,31
2957,MATH-445,Master semestre 1,15
2958,MATH-445,Master semestre 2,56
2959,MATH-445,Master semestre 3,32
2960,MATH-446,Bachelor semestre 6,22
2961,MATH-446,Master semestre 2,14
2962,MATH-446,Semestre printemps,1
2963,MATH-447,Master semestre 1,88
2964,MATH-447,Master semestre 3,31
2965,MATH-448,Master semestre 2,16
2966,MATH-449,Master semestre 1,19
2967,MATH-449,Master semestre 3,44
2968,MATH-450,Master semestre 1,18
2969,MATH-450,Master semestre 2,19
2970,MATH-450,Master semestre 3,40
2971,MATH-451,Master semestre 1,91
2972,MATH-451,Master semestre 2,62
2973,MATH-451,Master semestre 3,44
2974,MATH-452,Master semestre 1,115
2975,MATH-452,Master semestre 3,54
2976,MATH-453,Master semestre 2,105
2977,MATH-453,Master semestre 4,22
2978,MATH-454,Master semestre 1,14
2979,MATH-454,Master semestre 2,57
2980,MATH-454,Master semestre 3,7
2981,MATH-456,Master semestre 1,76
2982,MATH-456,Master semestre 3,20
2983,MATH-457,Master semestre 2,23
2984,MATH-457,Master semestre 4,14
2985,MATH-458,Master semestre 1,93
2986,MATH-458,Master semestre 3,30
2987,MATH-459,Master semestre 1,38
2988,MATH-459,Master semestre 3,27
2989,MATH-460,Master semestre 1,70
2990,MATH-460,Master semestre 3,40
2991,MATH-461,Master semestre 1,19
2992,MATH-461,Master semestre 2,20
2993,MATH-461,Master semestre 3,1
2994,MATH-462,Master semestre 2,17
2995,MATH-462,Master semestre 3,12
2996,MATH-463,Master semestre 1,196
2997,MATH-463,Master semestre 3,158
2998,MATH-464,Master semestre 3,14
2999,MATH-465,Master semestre 2,40
3000,MATH-465,Master semestre 4,3
3001,MATH-466,Master semestre 2,29
3002,MATH-466,Master semestre 4,13
3003,MATH-470,Master semestre 2,117
3004,MATH-470,Master semestre 4,23
3005,MATH-471,Master semestre 2,242
3006,MATH-471,Master semestre 4,59
3007,MATH-472,Master semestre 1,65
3008,MATH-472,Master semestre 2,19
3009,MATH-472,Master semestre 3,1
3010,MATH-473,Master semestre 2,12
3011,MATH-480,Master semestre 2,30
3012,MATH-481,Master semestre 2,25
3013,MATH-481,Master semestre 3,10
3014,MATH-482,Master semestre 3,13
3015,MATH-483,Master semestre 1,1
3016,MATH-483,Master semestre 2,30
3017,MATH-483,Master semestre 3,32
3018,MATH-484,Master semestre 2,13
3019,MATH-485,Master semestre 1,10
3020,MATH-486,Master semestre 1,15
3021,MATH-487,Master semestre 1,1
3022,MATH-487,Master semestre 3,28
3023,MATH-488,Master semestre 2,20
3024,MATH-488,Master semestre 4,1
3025,MATH-489,Master semestre 1,1
3026,MATH-489,Master semestre 3,26
3027,MATH-490,Master semestre 2,11
3028,MATH-490,Master semestre 4,22
3029,MATH-491,Master semestre 2,19
3030,MATH-498,Master semestre 1,14
3031,MATH-498,Master semestre 2,10
3032,MATH-498,Master semestre 3,30
3033,MATH-498,Master semestre 4,17
3034,MATH-498(a),Master semestre 1,80
3035,MATH-498(a),Master semestre 2,40
3036,MATH-498(a),Master semestre 3,78
3037,MATH-498(a),Master semestre 4,2
3038,MATH-498(b),Master semestre 1,22
3039,MATH-498(b),Master semestre 3,31
3040,MATH-498(c),Master semestre 1,1
3041,MATH-499,Master semestre 1,27
3042,MATH-499,Master semestre 2,158
3043,MATH-499,Master semestre 3,17
3044,MATH-499,Master semestre 4,8
3045,MATH-501,Bachelor semestre 5,40
3046,MATH-501,Master semestre 1,16
3047,MATH-501,Master semestre 3,4
3048,MATH-591,Master semestre 1,39
3049,MATH-591,Master semestre 2,8
3050,MATH-591,Master semestre 3,27
3051,MATH-592,Master semestre 1,3
3052,MATH-592,Master semestre 2,47
3053,MATH-592,Master semestre 3,1
3054,MATH-593,Master semestre 1,10
3055,MATH-593,Master semestre 2,7
3056,MATH-593,Master semestre 3,6
3057,MATH-595,Master semestre 1,20
3058,MATH-595,Master semestre 2,17
3059,MATH-595,Master semestre 3,7
3060,MATH-596,Master semestre 1,47
3061,MATH-596,Master semestre 2,7
3062,MATH-596,Master semestre 3,18
3063,MATH-596,Master semestre 4,4
3064,MATH-597,Master semestre 1,1
3065,MATH-597,Master semestre 3,1
3066,MATH-597,Projet Master automne,1
3067,MATH-598,Projet Master automne,13
3068,MATH-598,Projet Master printemps,17
3069,MATH-599,Projet Master automne,135
3070,MATH-599,Projet Master printemps,107
3071,ME-101,Bachelor semestre 1,1786
3072,ME-102,Bachelor semestre 2,1458
3073,ME-103,Bachelor semestre 2,1292
3074,ME-104,Bachelor semestre 2,329
3075,ME-105,Bachelor semestre 1,217
3076,ME-106,Bachelor semestre 1,251
3077,ME-201,Bachelor semestre 4,704
3078,ME-201,Bachelor semestre 6,12
3079,ME-202,Bachelor semestre 3,551
3080,ME-202,Bachelor semestre 4,126
3081,ME-211,Bachelor semestre 4,569
3082,ME-212,Bachelor semestre 4,727
3083,ME-221,Bachelor semestre 4,743
3084,ME-231,Bachelor semestre 3,614
3085,ME-231,Bachelor semestre 5,21
3086,ME-231(a),Bachelor semestre 3,531
3087,ME-231(a),Bachelor semestre 5,53
3088,ME-231(a),Semestre automne,4
3089,ME-231(b),Bachelor semestre 5,145
3090,ME-232,Bachelor semestre 3,555
3091,ME-232,Master semestre 1,17
3092,ME-232,Master semestre 3,1
3093,ME-251,Bachelor semestre 3,912
3094,ME-271,Bachelor semestre 4,478
3095,ME-273,Bachelor semestre 4,250
3096,ME-301,Bachelor semestre 6,464
3097,ME-302,Bachelor semestre 5,91
3098,ME-311,Bachelor semestre 5,232
3099,ME-311,Bachelor semestre 6,231
3100,ME-312,Bachelor semestre 6,144
3101,ME-312,Master semestre 2,21
3102,ME-313,Bachelor semestre 5,380
3103,ME-313,Bachelor semestre 6,84
3104,ME-314,Bachelor semestre 5,88
3105,ME-314,Bachelor semestre 6,379
3106,ME-321,Bachelor semestre 5,1077
3107,ME-321,Semestre automne,7
3108,ME-322,Bachelor semestre 6,471
3109,ME-323,Bachelor semestre 6,217
3110,ME-323,Master semestre 2,6
3111,ME-324,Bachelor semestre 6,188
3112,ME-325,Bachelor semestre 5,424
3113,ME-325,Semestre automne,9
3114,ME-331,Bachelor semestre 6,480
3115,ME-331,Semestre printemps,1
3116,ME-332,Bachelor semestre 5,610
3117,ME-332,Master semestre 1,6
3118,ME-332,Master semestre 3,5
3119,ME-341,Bachelor semestre 6,530
3120,ME-341,Semestre printemps,19
3121,ME-342,Bachelor semestre 6,258
3122,ME-342,Semestre printemps,17
3123,ME-343,Bachelor semestre 6,319
3124,ME-343,Semestre printemps,5
3125,ME-344,Bachelor semestre 5,644
3126,ME-344,Semestre automne,7
3127,ME-351,Bachelor semestre 6,290
3128,ME-371,Bachelor semestre 6,163
3129,ME-372,Bachelor semestre 5,637
3130,ME-372,Semestre automne,12
3131,ME-373,Bachelor semestre 6,363
3132,ME-373,Semestre printemps,10
3133,ME-401,Master semestre 1,239
3134,ME-401,Master semestre 2,51
3135,ME-401,Master semestre 3,144
3136,ME-401,Master semestre 4,82
3137,ME-402,Master semestre 1,144
3138,ME-402,Master semestre 2,121
3139,ME-402,Master semestre 3,36
3140,ME-402,Master semestre 4,55
3141,ME-411,Master semestre 3,22
3142,ME-412,Master semestre 2,9
3143,ME-413,Master semestre 2,29
3144,ME-414,Master semestre 2,8
3145,ME-415,Master semestre 1,150
3146,ME-415,Master semestre 3,87
3147,ME-416,Master semestre 1,259
3148,ME-416,Master semestre 3,96
3149,ME-416,Semestre automne,3
3150,ME-417,Master semestre 2,206
3151,ME-417,Master semestre 4,77
3152,ME-418,Master semestre 1,69
3153,ME-418,Master semestre 2,16
3154,ME-418,Master semestre 4,14
3155,ME-418,Semestre automne,4
3156,ME-419,Master semestre 1,209
3157,ME-419,Master semestre 3,82
3158,ME-421,Master semestre 1,322
3159,ME-421,Master semestre 3,80
3160,ME-422,Master semestre 2,6
3161,ME-423,Master semestre 1,83
3162,ME-423,Master semestre 3,73
3163,ME-424,Master semestre 2,51
3164,ME-424,Master semestre 4,32
3165,ME-425,Master semestre 2,112
3166,ME-425,Master semestre 4,30
3167,ME-430,Master semestre 1,86
3168,ME-430,Master semestre 3,26
3169,ME-431,Master semestre 1,19
3170,ME-431,Master semestre 3,19
3171,ME-432,Master semestre 2,56
3172,ME-432,Master semestre 4,58
3173,ME-433,Master semestre 2,1
3174,ME-434,Master semestre 1,2
3175,ME-435,Master semestre 1,101
3176,ME-435,Master semestre 3,37
3177,ME-441,Master semestre 3,30
3178,ME-441,Semestre automne,1
3179,ME-442,Master semestre 1,255
3180,ME-442,Master semestre 3,166
3181,ME-443,Master semestre 2,71
3182,ME-443,Master semestre 4,37
3183,ME-444,Bachelor semestre 6,56
3184,ME-444,Master semestre 2,157
3185,ME-444,Master semestre 4,79
3186,ME-445,Master semestre 1,233
3187,ME-445,Master semestre 3,57
3188,ME-445,Semestre automne,35
3189,ME-446,Master semestre 1,236
3190,ME-446,Master semestre 3,82
3191,ME-446,Semestre automne,44
3192,ME-447,Master semestre 3,20
3193,ME-450,Semestre automne,94
3194,ME-450,Semestre printemps,35
3195,ME-451,Master semestre 1,259
3196,ME-451,Master semestre 3,63
3197,ME-451,Semestre automne,83
3198,ME-451(a),Master semestre 3,21
3199,ME-451(a),Semestre automne,5
3200,ME-452,Master semestre 2,279
3201,ME-452,Master semestre 4,19
3202,ME-452,Semestre printemps,60
3203,ME-453,Master semestre 1,214
3204,ME-453,Master semestre 3,78
3205,ME-454,Master semestre 2,103
3206,ME-454,Master semestre 4,52
3207,ME-454,Semestre printemps,61
3208,ME-455,Master semestre 1,201
3209,ME-455,Master semestre 3,80
3210,ME-456,Master semestre 1,74
3211,ME-456,Master semestre 3,38
3212,ME-457,Master semestre 2,12
3213,ME-458,Master semestre 2,3
3214,ME-459,Master semestre 2,103
3215,ME-459,Master semestre 4,59
3216,ME-460,Master semestre 2,203
3217,ME-460,Master semestre 4,126
3218,ME-460,Semestre printemps,105
3219,ME-461,Master semestre 1,67
3220,ME-461,Master semestre 3,72
3221,ME-461,Semestre automne,5
3222,ME-462,Master semestre 1,168
3223,ME-462,Master semestre 3,60
3224,ME-463,Master semestre 1,74
3225,ME-463,Master semestre 3,27
3226,ME-464,Master semestre 4,18
3227,ME-465,Master semestre 4,20
3228,ME-466,Master semestre 1,71
3229,ME-467,Master semestre 1,68
3230,ME-471,Master semestre 1,28
3231,ME-471,Master semestre 3,23
3232,ME-472,Master semestre 2,7
3233,ME-472,Master semestre 3,17
3234,ME-472,Semestre printemps,2
3235,ME-473,Master semestre 2,106
3236,ME-473,Master semestre 4,56
3237,ME-474,Master semestre 1,272
3238,ME-474,Master semestre 3,113
3239,ME-475,Master semestre 1,11
3240,ME-475,Master semestre 2,70
3241,ME-475,Master semestre 4,53
3242,ME-476,Master semestre 2,38
3243,ME-476,Master semestre 4,20
3244,ME-481,Master semestre 1,132
3245,ME-481,Master semestre 2,112
3246,ME-481,Master semestre 3,41
3247,ME-481,Master semestre 4,64
3248,ME-481,Semestre automne,22
3249,ME-481,Semestre printemps,64
3250,ME-482,Master semestre 1,241
3251,ME-482,Master semestre 3,118
3252,ME-482,Semestre automne,71
3253,ME-483,Master semestre 2,38
3254,ME-484,Master semestre 2,35
3255,ME-484,Master semestre 4,56
3256,ME-499,Master semestre 1,104
3257,ME-499,Master semestre 3,67
3258,ME-501,Master semestre 2,36
3259,ME-503,Master semestre 1,52
3260,ME-503,Master semestre 2,15
3261,ME-503,Semestre automne,21
3262,ME-503,Semestre printemps,3
3263,ME-503(a),Master semestre 3,11
3264,ME-503(b),Master semestre 2,4
3265,ME-512,Master semestre 2,9
3266,ME-513,Master semestre 2,29
3267,ME-513,Semestre printemps,5
3268,ME-516,Master semestre 2,27
3269,ME-516,Master semestre 4,73
3270,ME-521,Master semestre 2,10
3271,ME-522,Master semestre 2,6
3272,ME-523,Master semestre 1,163
3273,ME-523,Master semestre 2,109
3274,ME-523,Master semestre 3,22
3275,ME-524,Master semestre 2,195
3276,ME-524,Master semestre 4,52
3277,ME-541,Master semestre 2,14
3278,ME-541,Semestre printemps,1
3279,ME-551,Master semestre 1,239
3280,ME-551,Master semestre 3,64
3281,ME-571,Master semestre 2,131
3282,ME-571,Master semestre 4,83
3283,ME-581,Master semestre 2,6
3284,ME-597,Master semestre 1,56
3285,ME-597,Master semestre 2,37
3286,ME-597,Master semestre 3,17
3287,ME-597,Master semestre 4,53
3288,ME-597,Projet Master automne,5
3289,ME-599,Projet Master automne,144
3290,ME-599,Projet Master printemps,270
3291,MGT-365,Bachelor semestre 5,250
3292,MGT-400,Master semestre 1,108
3293,MGT-400,Master semestre 3,79
3294,MGT-400,Semestre automne,195
3295,MGT-401,Master semestre 1,111
3296,MGT-401,Master semestre 2,41
3297,MGT-401,Master semestre 3,120
3298,MGT-401,Semestre automne,246
3299,MGT-401,Semestre printemps,20
3300,MGT-402,Master semestre 1,59
3301,MGT-402,Master semestre 2,29
3302,MGT-402,Master semestre 3,3
3303,MGT-402,Semestre automne,141
3304,MGT-402,Semestre printemps,14
3305,MGT-403,Master semestre 2,228
3306,MGT-403,Master semestre 4,104
3307,MGT-403,Semestre printemps,3
3308,MGT-404,Master semestre 2,14
3309,MGT-404,Semestre printemps,4
3310,MGT-405,Master semestre 1,50
3311,MGT-405,Master semestre 3,49
3312,MGT-405,Semestre automne,84
3313,MGT-405(a),Master semestre 1,53
3314,MGT-405(a),Semestre automne,50
3315,MGT-405(b),Master semestre 1,45
3316,MGT-405(b),Semestre automne,51
3317,MGT-406,Master semestre 2,9
3318,MGT-406,Semestre printemps,11
3319,MGT-407,Master semestre 2,43
3320,MGT-407,Master semestre 4,28
3321,MGT-407,Semestre printemps,130
3322,MGT-408,Master semestre 1,45
3323,MGT-408,Master semestre 3,4
3324,MGT-408,Semestre automne,94
3325,MGT-409,Master semestre 1,20
3326,MGT-409,Master semestre 3,20
3327,MGT-409,Semestre automne,25
3328,MGT-412,Master semestre 1,23
3329,MGT-412,Semestre automne,53
3330,MGT-413,Master semestre 1,34
3331,MGT-413,Master semestre 3,25
3332,MGT-413,Semestre automne,64
3333,MGT-413(a),Master semestre 1,87
3334,MGT-413(a),Master semestre 3,64
3335,MGT-413(a),Semestre automne,151
3336,MGT-413(b),Master semestre 2,85
3337,MGT-413(b),Master semestre 4,16
3338,MGT-413(b),Semestre printemps,64
3339,MGT-414,Master semestre 1,36
3340,MGT-414,Semestre automne,56
3341,MGT-426,Master semestre 2,229
3342,MGT-426,Master semestre 4,121
3343,MGT-426,Semestre printemps,383
3344,MGT-427,Master semestre 1,336
3345,MGT-427,Master semestre 3,311
3346,MGT-427,Semestre automne,616
3347,MGT-428,Master semestre 2,34
3348,MGT-428,Master semestre 4,13
3349,MGT-428,Semestre printemps,77
3350,MGT-429,Master semestre 1,44
3351,MGT-429,Master semestre 3,21
3352,MGT-429,Semestre automne,129
3353,MGT-430,Master semestre 2,18
3354,MGT-430,Master semestre 4,26
3355,MGT-430,Semestre printemps,96
3356,MGT-431,Master semestre 2,16
3357,MGT-431,Master semestre 4,7
3358,MGT-431,Semestre printemps,24
3359,MGT-439,Master semestre 1,94
3360,MGT-439,Master semestre 2,19
3361,MGT-439,Master semestre 3,74
3362,MGT-439,Semestre automne,199
3363,MGT-439,Semestre printemps,23
3364,MGT-452,Master semestre 1,11
3365,MGT-452,Master semestre 3,12
3366,MGT-452,Semestre automne,8
3367,MGT-453,Master semestre 2,166
3368,MGT-453,Master semestre 4,63
3369,MGT-453,Semestre printemps,253
3370,MGT-454,Bachelor semestre 5,220
3371,MGT-454,Master semestre 1,148
3372,MGT-454,Master semestre 3,65
3373,MGT-454,Semestre automne,239
3374,MGT-455,Master semestre 2,66
3375,MGT-455,Master semestre 4,18
3376,MGT-455,Semestre printemps,155
3377,MGT-465,Master semestre 3,34
3378,MGT-465,Semestre automne,53
3379,MGT-466,Master semestre 1,78
3380,MGT-466,Master semestre 3,108
3381,MGT-466,Semestre automne,251
3382,MGT-467,Master semestre 2,34
3383,MGT-467,Semestre printemps,37
3384,MGT-468,Master semestre 2,71
3385,MGT-468,Master semestre 4,28
3386,MGT-468,Semestre printemps,135
3387,MGT-469,Master semestre 1,95
3388,MGT-469,Master semestre 3,47
3389,MGT-469,Semestre automne,196
3390,MGT-478,Master semestre 1,18
3391,MGT-479,Master semestre 3,40
3392,MGT-479,Semestre automne,79
3393,MGT-480,Master semestre 1,20
3394,MGT-480,Master semestre 3,7
3395,MGT-480,Semestre automne,10
3396,MGT-481,Master semestre 1,187
3397,MGT-481,Master semestre 3,73
3398,MGT-481,Semestre automne,196
3399,MGT-482,Master semestre 1,191
3400,MGT-482,Master semestre 3,68
3401,MGT-482,Semestre automne,318
3402,MGT-483,Master semestre 2,149
3403,MGT-483,Master semestre 4,18
3404,MGT-483,Semestre printemps,105
3405,MGT-484,Master semestre 1,29
3406,MGT-484,Master semestre 3,34
3407,MGT-484,Semestre automne,71
3408,MGT-491,Semestre automne,1
3409,MGT-500,Master semestre 1,53
3410,MGT-500,Master semestre 2,63
3411,MGT-500,Master semestre 3,20
3412,MGT-500,Semestre automne,96
3413,MGT-500,Semestre printemps,20
3414,MGT-501,Master semestre 2,61
3415,MGT-501,Master semestre 4,28
3416,MGT-501,Semestre printemps,106
3417,MGT-503,Master semestre 1,47
3418,MGT-503,Master semestre 3,47
3419,MGT-503,Semestre automne,55
3420,MGT-513,Master semestre 2,27
3421,MGT-513,Semestre printemps,3
3422,MGT-514,Master semestre 2,19
3423,MGT-514,Semestre printemps,14
3424,MGT-515,Master semestre 2,11
3425,MGT-515,Semestre printemps,2
3426,MGT-516,Master semestre 2,42
3427,MGT-516,Semestre printemps,54
3428,MGT-517,Master semestre 1,70
3429,MGT-517,Master semestre 3,16
3430,MGT-526,Master semestre 2,74
3431,MGT-526,Master semestre 4,27
3432,MGT-526,Semestre printemps,127
3433,MGT-527,Master semestre 2,206
3434,MGT-527,Master semestre 4,66
3435,MGT-527,Semestre printemps,73
3436,MGT-528,Master semestre 1,45
3437,MGT-528,Master semestre 3,14
3438,MGT-528,Semestre automne,120
3439,MGT-552,Master semestre 2,54
3440,MGT-552,Master semestre 4,36
3441,MGT-552,Semestre printemps,151
3442,MGT-578,Master semestre 2,18
3443,MGT-580,Master semestre 2,18
3444,MGT-581,Master semestre 1,20
3445,MGT-581,Master semestre 4,57
3446,MGT-597,Master semestre 4,2
3447,MGT-599,Projet Master automne,46
3448,MGT-599,Projet Master printemps,71
3449,MICRO-100,Bachelor semestre 2,643
3450,MICRO-101,Bachelor semestre 2,643
3451,MICRO-102,Bachelor semestre 1,160
3452,MICRO-102,Bachelor semestre 2,1101
3453,MICRO-103,Bachelor semestre 2,234
3454,MICRO-104,Bachelor semestre 2,234
3455,MICRO-200,Bachelor semestre 4,587
3456,MICRO-201,Bachelor semestre 4,587
3457,MICRO-210,Bachelor semestre 4,585
3458,MICRO-213,Bachelor semestre 4,609
3459,MICRO-270,Bachelor semestre 4,596
3460,MICRO-300,Bachelor semestre 5,555
3461,MICRO-310(a),Bachelor semestre 6,451
3462,MICRO-310(b),Bachelor semestre 6,448
3463,MICRO-311(a),Bachelor semestre 6,451
3464,MICRO-311(b),Bachelor semestre 6,539
3465,MICRO-312,Bachelor semestre 5,521
3466,MICRO-312,Master semestre 1,14
3467,MICRO-312,Master semestre 3,8
3468,MICRO-312,Semestre automne,3
3469,MICRO-313,Bachelor semestre 5,549
3470,MICRO-313,Semestre automne,5
3471,MICRO-314,Bachelor semestre 6,430
3472,MICRO-315,Bachelor semestre 6,435
3473,MICRO-315,Semestre printemps,3
3474,MICRO-320,Bachelor semestre 6,122
3475,MICRO-320,Semestre printemps,1
3476,MICRO-321,Bachelor semestre 5,358
3477,MICRO-321,Bachelor semestre 6,50
3478,MICRO-321,Semestre automne,14
3479,MICRO-322,Bachelor semestre 6,298
3480,MICRO-322,Semestre printemps,2
3481,MICRO-330,Bachelor semestre 6,488
3482,MICRO-330,Master semestre 2,36
3483,MICRO-330,Semestre printemps,14
3484,MICRO-331,Bachelor semestre 5,537
3485,MICRO-331,Master semestre 1,8
3486,MICRO-331,Master semestre 3,3
3487,MICRO-331,Semestre automne,28
3488,MICRO-332,Bachelor semestre 5,187
3489,MICRO-332,Bachelor semestre 6,348
3490,MICRO-332,Semestre automne,14
3491,MICRO-332,Semestre printemps,26
3492,MICRO-340,Bachelor semestre 5,532
3493,MICRO-340,Master semestre 1,21
3494,MICRO-340,Master semestre 3,11
3495,MICRO-340,Semestre automne,3
3496,MICRO-341,Bachelor semestre 6,437
3497,MICRO-342,Bachelor semestre 6,437
3498,MICRO-343,Bachelor semestre 6,440
3499,MICRO-343,Master semestre 2,19
3500,MICRO-391,Bachelor semestre 5,133
3501,MICRO-420,Master semestre 1,158
3502,MICRO-420,Master semestre 2,2
3503,MICRO-420,Master semestre 3,26
3504,MICRO-421,Master semestre 2,66
3505,MICRO-422,Master semestre 1,105
3506,MICRO-422,Master semestre 3,67
3507,MICRO-423,Master semestre 2,61
3508,MICRO-430,Master semestre 1,28
3509,MICRO-430,Master semestre 2,122
3510,MICRO-430,Master semestre 3,1
3511,MICRO-431,Master semestre 1,83
3512,MICRO-431,Master semestre 3,47
3513,MICRO-432,Master semestre 1,82
3514,MICRO-432,Master semestre 3,46
3515,MICRO-433,Master semestre 2,107
3516,MICRO-434,Master semestre 2,107
3517,MICRO-440,Master semestre 2,137
3518,MICRO-441,Master semestre 2,137
3519,MICRO-442,Master semestre 1,135
3520,MICRO-442,Master semestre 3,36
3521,MICRO-443,Master semestre 2,43
3522,MICRO-450,Master semestre 1,446
3523,MICRO-450,Master semestre 2,136
3524,MICRO-450,Master semestre 3,38
3525,MICRO-451,Master semestre 2,240
3526,MICRO-451,Master semestre 4,25
3527,MICRO-452,Master semestre 2,102
3528,MICRO-453,Master semestre 1,29
3529,MICRO-453,Master semestre 2,150
3530,MICRO-453,Master semestre 3,51
3531,MICRO-454,Master semestre 1,61
3532,MICRO-455,Master semestre 1,104
3533,MICRO-455,Semestre automne,4
3534,MICRO-460,Master semestre 3,9
3535,MICRO-460,Semestre automne,4
3536,MICRO-486,Semestre automne,29
